id,key,value,type
502508114,naptan:AtcoCode,0610EP1368,regular
502508114,naptan:Landmark,Red Gates,regular
502508114,verified,no,naptan
502508114,naptan:Indicator,o/s,regular
502508114,naptan:CommonName,Red Gates,regular
502508114,naptan:NaptanCode,chwjpdt,regular
502508114,naptan:ShortCommonName,Red Gates,regular
533843908,name,Old Lane/opp 78b,regular
533843908,source,naptan_import,regular
533843908,highway,bus_stop,regular
533843908,naptan:Notes,No Notes,regular
533843908,naptan:Street,Old Lane,regular
533843908,naptan:Bearing,E,regular
533843908,naptan:AtcoCode,2800S17013A,regular
533843908,naptan:Landmark,Opp 78b,regular
533843908,verified,no,naptan
533843908,naptan:Indicator,Old Lane/opp 78b,regular
533843908,naptan:CommonName,Old Lane/opp 78b,regular
533843908,naptan:NaptanCode,merajmjm,regular
533843908,naptan:ShortCommonName,Old Ln/opp 78b,regular
533844923,name,Bedford Rd/rock Ferry Station,regular
533844923,source,naptan_import,regular
533844923,highway,bus_stop,regular
533844923,naptan:Notes,No Notes,regular
533844923,naptan:Street,Bedford Road,regular
533844923,naptan:Bearing,E,regular
533844923,naptan:AtcoCode,2800S20042A,regular
533844923,naptan:Landmark,O/s Rock Station P/h Opp Rock Ferry Station,regular
533844923,verified,no,naptan
533844923,naptan:Indicator,Bedford Road/rock Ferry Stn,regular
533844923,naptan:CommonName,Bedford Rd/rock Ferry Station,regular
533844923,naptan:NaptanCode,merajwtm,regular
533844923,naptan:ShortCommonName,Bford Rd/rk Fry St,regular
533846080,name,BOROUGH ROAD/WHETSTONE LANE,regular
533846080,source,naptan_import,regular
533846080,highway,bus_stop,regular
533846080,naptan:Notes,No Notes,regular
533846080,naptan:Street,BOROUGH ROAD,regular
533846080,naptan:Bearing,W,regular
533846080,naptan:AtcoCode,2800S22011D,regular
533846080,naptan:Landmark,OPP MULTI-STOREY CAR PARK,regular
533846080,verified,no,naptan
533846080,naptan:Indicator,BOROUGH ROAD/WHETSTONE LANE 2 OF 3,regular
533846080,naptan:CommonName,BOROUGH ROAD/WHETSTONE LANE,regular
533846080,naptan:NaptanCode,mergjwpg,regular
533846080,naptan:ShortCommonName,Borough Road,regular
533846588,name,POULTON ROAD/ILCHESTER ROAD,regular
533846588,source,naptan_import,regular
533846588,highway,bus_stop,regular
533846588,naptan:Notes,No Notes,regular
533846588,naptan:Street,POULTON ROAD,regular
533846588,naptan:Bearing,E,regular
533846588,naptan:AtcoCode,2800S21029C,regular
533846588,naptan:Landmark,O/S 40,regular
533846588,verified,no,naptan
533846588,naptan:Indicator,POULTON ROAD/LLOYDS CORNER,regular
533846588,naptan:CommonName,POULTON ROAD/ILCHESTER ROAD,regular
533846588,naptan:NaptanCode,meramgjp,regular
533846588,naptan:ShortCommonName,P'Lton Rd/Ilcstr Rd,regular
533847076,name,RENDELL ST/CORPORATION RD,regular
533847076,source,naptan_import,regular
533847076,highway,bus_stop,regular
533847076,naptan:Notes,No Notes,regular
533847076,naptan:Street,RENDELL ST,regular
533847076,naptan:Bearing,NE,regular
533847076,naptan:AtcoCode,2800S22018A,regular
533847076,naptan:Landmark,END MARCUS STREET OPP OLD DOCK ENTRANCE TO TUNN,regular
533847076,verified,no,naptan
533847076,naptan:Indicator,RENDELL ST/CORPORATION ROAD,regular
533847076,naptan:CommonName,RENDELL ST/CORPORATION RD,regular
533847076,naptan:NaptanCode,meramtmt,regular
533847076,naptan:ShortCommonName,Corporation Rd,regular
533847606,name,GROVE RD/WALLASEY STATION,regular
533847606,source,naptan_import,regular
533847606,highway,bus_stop,regular
533847606,naptan:Notes,No Notes,regular
533847606,naptan:Street,GROVE ROAD,regular
533847606,naptan:Bearing,E,regular
533847606,naptan:AtcoCode,2800S23018B,regular
533847606,naptan:Landmark,O/S GROVE MANSION,regular
533847606,verified,no,naptan
533847606,naptan:Indicator,GROVE ROAD/WALLASEY VILLAGE,regular
533847606,naptan:CommonName,GROVE RD/WALLASEY STATION,regular
533847606,naptan:NaptanCode,merapama,regular
533847606,naptan:ShortCommonName,Grove Rd/Pk Way,regular
533848198,name,EARLSTON RD/WALLASEY LIBRARY,regular
533848198,source,naptan_import,regular
533848198,highway,bus_stop,regular
533848198,naptan:Notes,No Notes,regular
533848198,naptan:Street,EARLSTON ROAD,regular
533848198,naptan:Bearing,SW,regular
533848198,naptan:AtcoCode,2800S23074C,regular
533848198,naptan:Landmark,ADJ LIBRARY,regular
533848198,verified,no,naptan
533848198,naptan:Indicator,EARLSTON ROAD OPP KIRKWAY,regular
533848198,naptan:CommonName,EARLSTON RD/WALLASEY LIBRARY,regular
533848198,naptan:NaptanCode,merapgda,regular
533848198,naptan:ShortCommonName,Wallasey Library,regular
533848781,name,WHALEY LANE/THINGWALL ROAD,regular
533848781,source,naptan_import,regular
533848781,highway,bus_stop,regular
533848781,naptan:Notes,No Notes,regular
533848781,naptan:Street,WHALEY LANE,regular
533848781,naptan:Bearing,SE,regular
533848781,naptan:AtcoCode,2800S26062B,regular
533848781,naptan:Landmark,O/S 13,regular
533848781,verified,no,naptan
533848781,naptan:Indicator,WHALEY LANE/THINGWALL ROAD,regular
533848781,naptan:CommonName,WHALEY LANE/THINGWALL ROAD,regular
533848781,naptan:NaptanCode,meratgdg,regular
533848781,naptan:ShortCommonName,Barker Rd,regular
533849605,name,NEW BRIGHTON/KINGS PARADE STOP D,regular
533849605,source,naptan_import,regular
533849605,highway,bus_stop,regular
533849605,naptan:Notes,No Notes,regular
533849605,naptan:Street,KINGS PARADE STOP D,regular
533849605,naptan:Bearing,W,regular
533849605,naptan:AtcoCode,2800S23075D,regular
533849605,naptan:Landmark,NR ROWSON STREET,regular
533849605,verified,no,naptan
533849605,naptan:Indicator,KINGS PARADE STOP D,regular
533849605,naptan:CommonName,NEW BRIGHTON/KINGS PARADE STOP D,regular
533849605,naptan:NaptanCode,merapgdm,regular
533849605,naptan:ShortCommonName,Kings Parade stnd D,regular
533850100,name,HOYLAKE ROAD/REEDS LANE/FENDER WAY,regular
533850100,source,naptan_import,regular
533850100,highway,bus_stop,regular
533850100,naptan:Notes,No Notes,regular
533850100,naptan:Street,HOYLAKE ROAD,regular
533850100,naptan:Bearing,SW,regular
533850100,naptan:AtcoCode,2800S25023B,regular
533850100,naptan:Landmark,H'lake Rd/REEDS LN,regular
533850100,verified,no,naptan
533850100,naptan:Indicator,HOYLAKE ROAD/REEDS LANE/FENDER WAY,regular
533850100,naptan:CommonName,HOYLAKE ROAD/REEDS LANE/FENDER WAY,regular
533850100,naptan:NaptanCode,merapmap,regular
533850100,naptan:ShortCommonName,H'Lake Rd/Reeds Ln,regular
533850598,name,FENDER WAY/BIDSTON GREEN DRIVE,regular
533850598,source,naptan_import,regular
533850598,highway,bus_stop,regular
533850598,naptan:Notes,No Notes,regular
533850598,naptan:Street,FENDER WAY,regular
533850598,naptan:Bearing,S,regular
533850598,naptan:AtcoCode,2800S25073B,regular
533850598,naptan:Landmark,CORNER BIDSTON GREEN DRIVE,regular
533850598,verified,no,naptan
533850598,naptan:Indicator,FENDER WAY,regular
533850598,naptan:CommonName,FENDER WAY/BIDSTON GREEN DRIVE,regular
533850598,naptan:NaptanCode,merapwag,regular
533850598,naptan:ShortCommonName,Bidston Green Dr,regular
533851356,name,WARRINGTON RD/SCHOOL LN,regular
533851356,source,naptan_import,regular
533851356,highway,bus_stop,regular
533851356,naptan:Notes,No Notes,regular
533851356,naptan:Street,WARRINGTON ROAD,regular
533851356,naptan:Bearing,N,regular
533851356,naptan:AtcoCode,2800S14039A,regular
533851356,naptan:Landmark,O/S 826,regular
533851356,verified,no,naptan
533851356,naptan:Indicator,WARRINGTON ROAD/SCHOOL LANE,regular
533851356,naptan:CommonName,WARRINGTON RD/SCHOOL LN,regular
533851356,naptan:NaptanCode,meragptw,regular
533851356,naptan:ShortCommonName,St Barts School,regular
533851886,name,SPITAL ROAD,regular
533851886,source,naptan_import,regular
533851886,highway,bus_stop,regular
533851886,naptan:Notes,No Notes,regular
533851886,naptan:Street,SPITAL ROAD,regular
533851886,naptan:Bearing,W,regular
533851886,naptan:AtcoCode,2800S27079A,regular
533851886,naptan:Landmark,O/S 32,regular
533851886,verified,no,naptan
533851886,naptan:Indicator,SPITAL ROAD,regular
533851886,naptan:CommonName,SPITAL ROAD,regular
533851886,naptan:NaptanCode,meratpaw,regular
533851886,naptan:ShortCommonName,Spital Rd/Blair Pk,regular
533852399,name,MONTGOMERY HILL/BIRCH HEYS,regular
533852399,source,naptan_import,regular
533852399,highway,bus_stop,regular
533852399,naptan:Notes,No Notes,regular
533852399,naptan:Street,MONTGOMERY HILL,regular
533852399,naptan:Bearing,SW,regular
533852399,naptan:AtcoCode,2800S31032A,regular
533852399,naptan:Landmark,CORNER BIRCH HEYS NR HALL COTTAGES,regular
533852399,verified,no,naptan
533852399,naptan:Indicator,MONTGOMERY HILL,regular
533852399,naptan:CommonName,MONTGOMERY HILL/BIRCH HEYS,regular
533852399,naptan:NaptanCode,mergmdpw,regular
533852399,naptan:ShortCommonName,Montgomery Hill,regular
533853319,name,MILL PARK DRIVE/THE RAKE,regular
533853319,source,naptan_import,regular
533853319,highway,bus_stop,regular
533853319,naptan:Notes,No Notes,regular
533853319,naptan:Street,MILL PARK DRIVE,regular
533853319,naptan:Bearing,NE,regular
533853319,naptan:AtcoCode,2800S28006B,regular
533853319,naptan:Landmark,CORNER KINGSLEY AVENUE O/S THE RAKE PH,regular
533853319,verified,no,naptan
533853319,naptan:Indicator,MILL PARK DRIVE/CLIFTON AVENUE,regular
533853319,naptan:CommonName,MILL PARK DRIVE/THE RAKE,regular
533853319,naptan:NaptanCode,meratwap,regular
533853319,naptan:ShortCommonName,Mill Pk Dr/Rake,regular
533853876,name,MILLBROOK LN/CROCKETTS WALK,regular
533853876,source,naptan_import,regular
533853876,highway,bus_stop,regular
533853876,naptan:Notes,No Notes,regular
533853876,naptan:Street,MILLBROOK LANE,regular
533853876,naptan:Bearing,N,regular
533853876,naptan:AtcoCode,2800S15008B,regular
533853876,naptan:Landmark,O/S 61,regular
533853876,verified,no,naptan
533853876,naptan:Indicator,MILLBROOK LANE/CROCKETTS WALK,regular
533853876,naptan:CommonName,MILLBROOK LN/CROCKETTS WALK,regular
533853876,naptan:NaptanCode,meragtwa,regular
533853876,naptan:ShortCommonName,Crocketts Walk,regular
533854515,name,OAKFIELD ROAD/HEYES STREET,regular
533854515,source,naptan_import,regular
533854515,highway,bus_stop,regular
533854515,naptan:Notes,No Notes,regular
533854515,naptan:Street,OAKFIELD ROAD,regular
533854515,naptan:Bearing,NW,regular
533854515,naptan:AtcoCode,2800S40108A,regular
533854515,naptan:Landmark,CORNER HEYES STREET CLOSE TO THIRLMERE ROAD,regular
533854515,verified,no,naptan
533854515,naptan:Indicator,OAKFIELD ROAD,regular
533854515,naptan:CommonName,OAKFIELD ROAD/HEYES STREET,regular
533854515,naptan:NaptanCode,merdamjd,regular
533854515,naptan:PlusbusZoneRef,LVRPLCH,regular
533854515,naptan:ShortCommonName,The Oakfield,regular
533854845,name,DERBY ROAD/BANKFIELD STREET,regular
533854845,source,naptan_import,regular
533854845,highway,bus_stop,regular
533854845,naptan:Notes,No Notes,regular
533854845,naptan:Street,DERBY ROAD,regular
533854845,naptan:Bearing,S,regular
533854845,naptan:AtcoCode,2800S40004A,regular
533854845,naptan:Landmark,CORNER FORGE STREET O/S SHOP 60,regular
533854845,verified,no,naptan
533854845,naptan:Indicator,DERBY ROAD,regular
533854845,naptan:CommonName,DERBY ROAD/BANKFIELD STREET,regular
533854845,naptan:NaptanCode,merawpmt,regular
533854845,naptan:PlusbusZoneRef,LVRPLCH,regular
533854845,naptan:ShortCommonName,Derby Rd/Bankfld St,regular
533855110,name,HEYWORTH STREET/ST DOMINGO ROAD,regular
533855110,source,naptan_import,regular
533855110,highway,bus_stop,regular
533855110,naptan:Notes,No Notes,regular
533855110,naptan:Street,HEYWORTH STREET,regular
533855110,naptan:Bearing,N,regular
533855110,naptan:AtcoCode,2800S40051B,regular
533855110,naptan:Landmark,O/S ST GEORGES PRIMARY SCHOOL NEAR CHURCH,regular
533855110,verified,no,naptan
533855110,naptan:Indicator,HEYWORTH STREET/ST DOMINGO ROAD,regular
533855110,naptan:CommonName,HEYWORTH STREET/ST DOMINGO ROAD,regular
533855110,naptan:NaptanCode,merdadpm,regular
533855110,naptan:PlusbusZoneRef,LVRPLCH,regular
533855110,naptan:ShortCommonName,St Georges Prim Sch,regular
533855427,name,ST JAMES STREET/NORFOLK STREET,regular
533855427,source,naptan_import,regular
533855427,highway,bus_stop,regular
533855427,naptan:Notes,No Notes,regular
533855427,naptan:Street,ST JAMES STREET,regular
533855427,naptan:Bearing,NW,regular
533855427,naptan:AtcoCode,2800S41018A,regular
533855427,naptan:Landmark,NRLY OPP ST VINCENT DE PAUL CHURCH,regular
533855427,verified,no,naptan
533855427,naptan:Indicator,ST JAMES STREET/PARK LANE,regular
533855427,naptan:CommonName,ST JAMES STREET/NORFOLK STREET,regular
533855427,naptan:NaptanCode,merdatgt,regular
533855427,naptan:PlusbusZoneRef,LVRPLCH,regular
533855427,naptan:ShortCommonName,Norfolk St,regular
533855816,name,PRINCES PARK GATES,regular
533855816,source,naptan_import,regular
533855816,highway,bus_stop,regular
533855816,naptan:Notes,No Notes,regular
533855816,naptan:Street,PRINCES PARK GATES,regular
533855816,naptan:Bearing,NW,regular
533855816,naptan:AtcoCode,2800S41057B,regular
533855816,naptan:Landmark,O/S 154,regular
533855816,verified,no,naptan
533855816,naptan:Indicator,PRINCES PARK GATES,regular
533855816,naptan:CommonName,PRINCES PARK GATES,regular
533855816,naptan:NaptanCode,merdgama,regular
533855816,naptan:PlusbusZoneRef,LVRPLCH,regular
533855816,naptan:ShortCommonName,Princes Park Gates,regular
533856088,name,NETHERFIELD ROAD NORTH/FLATS,regular
533856088,source,naptan_import,regular
533856088,highway,bus_stop,regular
533856088,naptan:Notes,No Notes,regular
533856088,naptan:Street,NETHERFIELD ROAD NORTH,regular
533856088,naptan:Bearing,N,regular
533856088,naptan:AtcoCode,2800S40087B,regular
533856088,naptan:Landmark,O/S EDINBURGH TOWERS MULTI STOREY FLATS,regular
533856088,verified,no,naptan
533856088,naptan:Indicator,NETHERFIELD ROAD NORTH,regular
533856088,naptan:CommonName,NETHERFIELD ROAD NORTH/FLATS,regular
533856088,naptan:NaptanCode,merdajpg,regular
533856088,naptan:PlusbusZoneRef,LVRPLCH,regular
533856088,naptan:ShortCommonName,Netherfld Rd N/Flat,regular
533856270,name,WAVERTREE AVENUE/RATHBONE ROAD,regular
533856270,source,naptan_import,regular
533856270,highway,bus_stop,regular
533856270,naptan:Notes,No Notes,regular
533856270,naptan:Street,WAVERTREE AVENUE,regular
533856270,naptan:Bearing,W,regular
533856270,naptan:AtcoCode,2800S41115C,regular
533856270,naptan:Landmark,W'TREE AV/RATHBNE RD,regular
533856270,verified,no,naptan
533856270,naptan:Indicator,WAVERTREE AVENUE/RATHBONE ROAD,regular
533856270,naptan:CommonName,WAVERTREE AVENUE/RATHBONE ROAD,regular
533856270,naptan:NaptanCode,merdgmgp,regular
533856270,naptan:PlusbusZoneRef,LVRPLCH,regular
533856270,naptan:ShortCommonName,Wavertree Tech Park,regular
533856506,name,CROWN ST/ORPHAN ST,regular
533856506,source,naptan_import,regular
533856506,highway,bus_stop,regular
533856506,naptan:Notes,No Notes,regular
533856506,naptan:Street,CROWN STREET,regular
533856506,naptan:Bearing,NW,regular
533856506,naptan:AtcoCode,2800S41218A,regular
533856506,naptan:Landmark,O/S 219,regular
533856506,verified,no,naptan
533856506,naptan:Indicator,CROWN STREET/ORPHAN STREET,regular
533856506,naptan:CommonName,CROWN ST/ORPHAN ST,regular
533856506,naptan:NaptanCode,merdgtjp,regular
533856506,naptan:PlusbusZoneRef,LVRPLCH,regular
533856506,naptan:ShortCommonName,Crown St/Orphan St,regular
533856710,name,RENSHAW ST/BROWNLOW HILL/SG,regular
533856710,source,naptan_import,regular
533856710,highway,bus_stop,regular
533856710,naptan:Notes,No Notes,regular
533856710,naptan:Street,RENSHAW STREET,regular
533856710,naptan:Bearing,NW,regular
533856710,naptan:AtcoCode,2800S42037A,regular
533856710,naptan:Landmark,O/S LEWIS'S SHELTER NEAREST LIME STREET,regular
533856710,verified,no,naptan
533856710,naptan:Indicator,RENSHAW STREET/BROWNLOW HILL/SG,regular
533856710,naptan:CommonName,RENSHAW ST/BROWNLOW HILL/SG,regular
533856710,naptan:NaptanCode,merdjajd,regular
533856710,naptan:PlusbusZoneRef,LVRPLCH,regular
533856710,naptan:ShortCommonName,Lewis's,regular
533856892,name,CHESTER ROAD/GAYTON LANE,regular
533856892,source,naptan_import,regular
533856892,highway,bus_stop,regular
533856892,naptan:Notes,No Notes,regular
533856892,naptan:Street,CHESTER ROAD,regular
533856892,naptan:Bearing,SE,regular
533856892,naptan:AtcoCode,2800S29020B,regular
533856892,naptan:Landmark,OPP GAYTON LANE,regular
533856892,verified,no,naptan
533856892,naptan:Indicator,CHESTER ROAD/TELEGRAPH ROAD,regular
533856892,naptan:CommonName,CHESTER ROAD/GAYTON LANE,regular
533856892,naptan:NaptanCode,merawdtd,regular
533856892,naptan:ShortCommonName,gayotn Ln,regular
533857057,name,WALTON HALL AVENUE/SCARISBRICK ROAD,regular
533857057,source,naptan_import,regular
533857057,highway,bus_stop,regular
533857057,naptan:Notes,No Notes,regular
533857057,naptan:Street,WALTON HALL AVENUE,regular
533857057,naptan:Bearing,SW,regular
533857057,naptan:AtcoCode,2800S46042A,regular
533857057,naptan:Landmark,CORNER SCARISBRICK ROAD NR RAILWAY BRIDGE,regular
533857057,verified,no,naptan
533857057,naptan:Indicator,WALTON HALL AVENUE/EAST LANCS ROAD,regular
533857057,naptan:CommonName,WALTON HALL AVENUE/SCARISBRICK ROAD,regular
533857057,naptan:NaptanCode,merdpdmg,regular
533857057,naptan:PlusbusZoneRef,LVRPLCH,regular
533857057,naptan:ShortCommonName,Scarisbrick Rd,regular
533857207,name,CROXTETH COUNTY COMP SCHOOL,regular
533857207,source,naptan_import,regular
533857207,highway,bus_stop,regular
533857207,naptan:Notes,No Notes,regular
533857207,naptan:Street,CROXTETH COUNTY COMP SCHOOL,regular
533857207,naptan:Bearing,NW,regular
533857207,naptan:AtcoCode,2800S46092B,regular
533857207,naptan:Landmark,OPP INFANT SCHOOL NR STONEBRIDGE CRESCENT,regular
533857207,verified,no,naptan
533857207,naptan:Indicator,CROXTETH COUNTY COMP SCHOOL,regular
533857207,naptan:CommonName,CROXTETH COUNTY COMP SCHOOL,regular
533857207,naptan:NaptanCode,merdpjgw,regular
533857207,naptan:PlusbusZoneRef,LVRPLCH,regular
533857207,naptan:ShortCommonName,Croxteth Comp Sch,regular
533857352,name,Stanley Road/merton Road,regular
533857352,source,naptan_import,regular
533857352,highway,bus_stop,regular
533857352,naptan:Notes,No Notes,regular
533857352,naptan:Street,Stanley Road,regular
533857352,naptan:Bearing,S,regular
533857352,naptan:AtcoCode,2800S47027C,regular
533857352,naptan:Landmark,Corner Park Street O/s Solicitors Office 202,regular
533857352,verified,no,naptan
533857352,naptan:Indicator,Stanley Road/merton Road,regular
533857352,naptan:CommonName,Stanley Road/merton Road,regular
533857352,naptan:NaptanCode,merdptdm,regular
533857352,naptan:PlusbusZoneRef,LVRPLCH,regular
533857352,naptan:ShortCommonName,Merton Rd,regular
533857551,name,MENLOVE AVE/WYNDCOTTE RD,regular
533857551,source,naptan_import,regular
533857551,highway,bus_stop,regular
533857551,naptan:Notes,No Notes,regular
533857551,naptan:Street,MENLOVE AVENUE,regular
533857551,naptan:Bearing,W,regular
533857551,naptan:AtcoCode,2800S43022C,regular
533857551,naptan:Landmark,OPP 15,regular
533857551,verified,no,naptan
533857551,naptan:Indicator,MENLOVE AVENUE/ALLERTON ROAD,regular
533857551,naptan:CommonName,MENLOVE AVE/WYNDCOTTE RD,regular
533857551,naptan:NaptanCode,merdjgtd,regular
533857551,naptan:PlusbusZoneRef,LVRPLCH,regular
533857551,naptan:ShortCommonName,Wyndcote Rd,regular
533857771,name,HALEWOOD RD/MACKETTS LN/ENGLISH ROSE,regular
533857771,source,naptan_import,regular
533857771,highway,bus_stop,regular
533857771,naptan:Notes,No Notes,regular
533857771,naptan:Street,HALEWOOD ROAD,regular
533857771,naptan:Bearing,N,regular
533857771,naptan:AtcoCode,2800S43062C,regular
533857771,naptan:Landmark,O/S 202,regular
533857771,verified,no,naptan
533857771,naptan:Indicator,HALEWOOD ROAD/MACKETTS LANE/ENGLISH ROSE,regular
533857771,naptan:CommonName,HALEWOOD RD/MACKETTS LN/ENGLISH ROSE,regular
533857771,naptan:NaptanCode,merdjptj,regular
533857771,naptan:PlusbusZoneRef,LVRPLCH,regular
533857771,naptan:ShortCommonName,English Rose,regular
533858097,name,FINCH LANE/FINCHAM ROAD,regular
533858097,source,naptan_import,regular
533858097,highway,bus_stop,regular
533858097,naptan:Notes,No Notes,regular
533858097,naptan:Street,FINCH LANE,regular
533858097,naptan:Bearing,SW,regular
533858097,naptan:AtcoCode,2800S44033B,regular
533858097,naptan:Landmark,O/S 162 CORNER FINCHAM ROAD,regular
533858097,verified,no,naptan
533858097,naptan:Indicator,FINCH LANE/LIVERPOOL ROAD,regular
533858097,naptan:CommonName,FINCH LANE/FINCHAM ROAD,regular
533858097,naptan:NaptanCode,mergmjpt,regular
533858097,naptan:PlusbusZoneRef,LVRPLCH,regular
533858097,naptan:ShortCommonName,Finch Ln,regular
533858343,name,WESTERN AVENUE/WESTWICK PLACE,regular
533858343,source,naptan_import,regular
533858343,highway,bus_stop,regular
533858343,naptan:Notes,No Notes,regular
533858343,naptan:Street,WESTERN AVENUE,regular
533858343,naptan:Bearing,W,regular
533858343,naptan:AtcoCode,2800S44088A,regular
